location,goods,price,price_factors,supply_volume,quality_grade,record_date
Dugbe,Yam,570.87,Storage Limitations,High,Grade A (Fresh),2024-03-26
Ogba,Oranges,240.87,Exchange Rate Fluctuation,High,Grade B (Average),2023-10-18
Jericho,Onions,151.41,Seasonal Availability,Moderate,Grade A (Fresh),2023-08-21
Ring Road (Central Ibadan),Banana,228.65,Government Policies,Low,Grade A (Fresh),2023-11-16
Ring Road (Central Ibadan),Maize,486.91,Government Policies,Low,Grade A (Fresh),2023-09-12
Amuwo Odofin,Onions,357.9,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-02-27
UI (University of Ibadan),Rice,814.15,Pest/Disease Outbreak,Low,Grade B (Average),2024-03-21
Samonda,Sweet Potatoes,535.04,Weather Conditions,High,Grade B (Average),2024-01-21
Mokola,Watermelon,1493.56,Seasonal Availability,Scarce,Grade A (Fresh),2023-06-10
Ketu,Cucumber,276.62,Fuel Price Hike,High,Grade A (Fresh),2023-09-18
Egbeda,Pineapple,1042.11,Seasonal Availability,High,Grade C (Below Average),2023-02-17
Ijegun,Rice,1651.9,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2023-01-03
Surulere,Spinach,440.79,Weather Conditions,High,Grade A (Fresh),2023-12-02
Ketu,Carrots,905.65,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-02-14
Eleyele,Pineapple,1978.86,Demand Surge,Moderate,Grade B (Average),2023-11-09
Apapa,Cucumber,164.22,Seasonal Availability,High,Grade B (Average),2023-06-19
Ikorodu,Garlic,3124.1,Weather Conditions,Low,Grade A (Fresh),2023-04-21
Ketu,Plantain,852.41,Pest/Disease Outbreak,High,Grade C (Below Average),2023-06-26
Ojodu,Oranges,348.67,Demand Surge,Moderate,Grade A (Fresh),2023-04-12
Dugbe,Yam,1018.09,Transportation Cost,High,Grade A (Fresh),2023-07-31
Bashorun,Chicken (Live),8536.26,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-02-16
Ijegun,Pepper,706.86,Market Competition,High,Grade A (Fresh),2023-04-20
Yaba,Carrots,371.96,Market Competition,Low,Grade A (Fresh),2024-03-20
Jericho,Sweet Potatoes,746.52,Market Competition,High,Grade A (Fresh),2023-03-28
Apapa,Cabbage,624.44,Transportation Cost,High,Grade A (Fresh),2024-02-26
Ologuneru,Tomatoes,767.94,Pest/Disease Outbreak,High,Grade B (Average),2024-02-13
Ijegun,Cucumber,232.63,Fuel Price Hike,Moderate,Grade B (Average),2024-01-11
Epe,Rice,598.38,Market Competition,Low,Grade A (Fresh),2023-12-16
Gbagada,Pineapple,1177.07,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-11-01
Lekki,Rice,876.11,Weather Conditions,Moderate,Grade B (Average),2023-09-28
Agege,Fish (Fresh),3867.92,Transportation Cost,Moderate,Grade A (Fresh),2023-09-02
Festac Town,Ginger,1072.12,Storage Limitations,High,Grade B (Average),2024-03-23
Ikeja,Potatoes,845.31,Market Competition,High,Grade A (Fresh),2023-06-16
Victoria Island (VI),Chicken (Live),9554.53,Market Competition,Moderate,Grade A (Fresh),2024-01-18
Challenge,Chicken (Live),5754.25,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-03-08
Badagry,Yam,1306.04,Government Policies,Moderate,Grade A (Fresh),2023-01-07
Anthony Village,Lettuce,398.58,Exchange Rate Fluctuation,High,Grade C (Below Average),2023-04-29
UI (University of Ibadan),Beans,688.42,Government Policies,Scarce,Grade B (Average),2023-12-26
Mokola,Beans,597.24,Transportation Cost,High,Grade A (Fresh),2023-08-25
Samonda,Cabbage,990.26,Fuel Price Hike,High,Grade A (Fresh),2024-02-18
Dugbe,Fish (Fresh),1932.5,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-10-22
UI (University of Ibadan),Sweet Potatoes,548.23,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-11-08
Akobo,Sweet Potatoes,591.2,Government Policies,Moderate,Grade B (Average),2024-02-19
Yaba,Beans,514.77,Storage Limitations,Moderate,Grade B (Average),2024-01-06
Ajah,Lettuce,305.55,Seasonal Availability,Scarce,Grade A (Fresh),2023-05-01
Oluyole Estate,Cucumber,167.72,Market Competition,High,Grade A (Fresh),2023-04-03
Agege,Potatoes,297.16,Transportation Cost,High,Grade A (Fresh),2023-10-03
Ajah,Chicken (Live),5281.36,Government Policies,Moderate,Grade A (Fresh),2023-01-15
Monatan,Pepper,1023.28,Government Policies,Low,Grade A (Fresh),2024-01-04
Magodo,Watermelon,513.35,Storage Limitations,Scarce,Grade B (Average),2023-10-05
Magodo,Mangoes,389.75,Storage Limitations,High,Grade B (Average),2023-05-15
Jericho,Plantain,445.75,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-09-03
Ologuneru,Potatoes,794.4,Demand Surge,High,Grade C (Below Average),2023-03-13
Bodija,Cabbage,203.1,Seasonal Availability,High,Grade B (Average),2024-02-26
Magodo,Pineapple,575.19,Demand Surge,High,Grade A (Fresh),2024-03-12
Ikeja,Ginger,2934.96,Demand Surge,Low,Grade B (Average),2023-12-02
Iwo Road,Potatoes,559.85,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-09-25
Dugbe,Banana,292.4,Exchange Rate Fluctuation,High,Grade B (Average),2024-02-18
UI (University of Ibadan),Cabbage,198.56,Government Policies,High,Grade A (Fresh),2023-09-29
Ijegun,Maize,697.82,Government Policies,Moderate,Grade A (Fresh),2023-03-17
Agbowo,Pepper,760.01,Transportation Cost,Low,Grade A (Fresh),2024-01-09
Agege,Sweet Potatoes,546.4,Pest/Disease Outbreak,High,Grade A (Fresh),2024-02-07
Eleyele,Plantain,596.03,Government Policies,High,Grade B (Average),2023-03-13
Samonda,Pepper,526.8,Transportation Cost,High,Grade B (Average),2023-01-16
Sango,Cucumber,233.8,Transportation Cost,High,Grade A (Fresh),2023-04-30
Samonda,Pepper,655.1,Government Policies,High,Grade C (Below Average),2023-06-02
Ajah,Okra,1375.45,Fuel Price Hike,High,Grade A (Fresh),2023-08-22
Ketu,Yam,790.31,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-03-20
Festac Town,Chicken (Live),5188.81,Transportation Cost,High,Grade B (Average),2024-01-17
Anthony Village,Tomatoes,920.92,Pest/Disease Outbreak,Low,Grade B (Average),2023-02-18
Orita-Challenge,Onions,531.2,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-11-02
Egbeda,Chicken (Live),9646.76,Government Policies,Scarce,Grade C (Below Average),2024-03-08
Ketu,Beans,824.88,Government Policies,Low,Grade C (Below Average),2023-07-27
Oke Ado,Beans,1207.93,Pest/Disease Outbreak,Moderate,Grade B (Average),2023-05-15
Magodo,Spinach,121.51,Demand Surge,Low,Grade A (Fresh),2023-08-10
Lekki,Fish (Fresh),4771.6,Fuel Price Hike,Low,Grade B (Average),2023-01-07
Ologuneru,Plantain,284.26,Storage Limitations,Moderate,Grade A (Fresh),2023-12-07
UI (University of Ibadan),Carrots,728.32,Weather Conditions,Low,Grade A (Fresh),2023-01-25
Festac Town,Chicken (Live),3102.6,Seasonal Availability,High,Grade A (Fresh),2023-04-22
Ikoyi,Pepper,1485.64,Market Competition,High,Grade A (Fresh),2024-03-12
Molete,Garlic,1760.92,Government Policies,High,Grade C (Below Average),2023-09-03
Ologuneru,Banana,244.91,Market Competition,Low,Grade A (Fresh),2023-06-07
Festac Town,Chicken (Live),7780.93,Seasonal Availability,Low,Grade B (Average),2023-04-01
Yaba,Sweet Potatoes,249.72,Seasonal Availability,Scarce,Grade B (Average),2023-12-23
Apata,Pepper,1220.28,Transportation Cost,Moderate,Grade A (Fresh),2024-02-01
Magodo,Potatoes,582.17,Weather Conditions,Moderate,Grade A (Fresh),2023-08-20
Ologuneru,Lettuce,351.91,Market Competition,Moderate,Grade B (Average),2023-12-18
Ikorodu,Cabbage,175.46,Weather Conditions,Moderate,Grade A (Fresh),2023-04-15
Surulere,Banana,676.09,Fuel Price Hike,High,Grade C (Below Average),2023-08-02
Ogba,Mangoes,395.09,Fuel Price Hike,High,Grade A (Fresh),2023-05-04
Ring Road (Central Ibadan),Potatoes,678.39,Transportation Cost,High,Grade A (Fresh),2024-03-30
Magodo,Pepper,2052.54,Demand Surge,Moderate,Grade A (Fresh),2023-08-06
Festac Town,Ginger,2544.66,Pest/Disease Outbreak,Low,Grade B (Average),2024-02-17
Akobo,Mangoes,580.56,Government Policies,High,Grade B (Average),2023-07-25
Ogba,Banana,288.54,Fuel Price Hike,Moderate,Grade A (Fresh),2023-08-04
Yaba,Pepper,1106.8,Pest/Disease Outbreak,High,Grade A (Fresh),2023-03-20
Orita-Challenge,Cabbage,684.42,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2024-01-25
Festac Town,Watermelon,2039.43,Fuel Price Hike,High,Grade B (Average),2023-01-07
Jericho,Watermelon,2199.45,Storage Limitations,Moderate,Grade B (Average),2023-11-22
Lekki,Onions,432.08,Seasonal Availability,High,Grade B (Average),2023-08-15
Ologuneru,Oranges,195.17,Transportation Cost,Moderate,Grade A (Fresh),2023-12-06
Egbeda,Banana,282.64,Pest/Disease Outbreak,High,Grade A (Fresh),2023-02-28
Oluyole Estate,Lettuce,762.64,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-01-15
Apapa,Banana,433.94,Fuel Price Hike,High,Grade B (Average),2023-12-18
Agodi GRA,Onions,281.54,Market Competition,Scarce,Grade B (Average),2023-06-11
Badagry,Maize,349.16,Pest/Disease Outbreak,Scarce,Grade B (Average),2024-03-09
Ikeja,Spinach,195.57,Transportation Cost,Low,Grade B (Average),2023-09-25
Ikoyi,Pineapple,976.08,Demand Surge,High,Grade A (Fresh),2023-11-15
UI (University of Ibadan),Rice,1478.22,Fuel Price Hike,High,Grade C (Below Average),2023-05-09
Ojoo,Lettuce,817.12,Fuel Price Hike,High,Grade A (Fresh),2023-01-28
Alimosho,Beans,1208.4,Weather Conditions,Low,Grade B (Average),2023-08-23
Agege,Potatoes,772.73,Weather Conditions,Low,Grade B (Average),2023-04-08
Mokola,Chicken (Live),9465.44,Exchange Rate Fluctuation,Moderate,Grade B (Average),2023-07-10
Apata,Pepper,1729.43,Demand Surge,Moderate,Grade B (Average),2023-08-04
Eleyele,Carrots,1562.46,Fuel Price Hike,Moderate,Grade B (Average),2023-03-08
Ijegun,Yam,433.18,Storage Limitations,Moderate,Grade A (Fresh),2023-03-03
Ogba,Garlic,2520.82,Market Competition,High,Grade A (Fresh),2023-07-19
Victoria Island (VI),Fish (Fresh),4314.78,Transportation Cost,Low,Grade A (Fresh),2023-06-15
Challenge,Pepper,504.04,Storage Limitations,High,Grade A (Fresh),2023-08-19
Magodo,Oranges,265.12,Demand Surge,Moderate,Grade A (Fresh),2023-06-28
Oke Bola,Okra,981.69,Government Policies,Scarce,Grade A (Fresh),2023-07-16
Ketu,Pepper,1101.7,Seasonal Availability,Scarce,Grade B (Average),2023-10-20
Egbeda,Cucumber,378.51,Demand Surge,Moderate,Grade A (Fresh),2023-04-26
Orita-Challenge,Okra,411.6,Fuel Price Hike,Moderate,Grade A (Fresh),2024-03-21
Ajah,Pepper,625.17,Transportation Cost,Moderate,Grade A (Fresh),2024-03-16
Oke Ado,Onions,893.67,Fuel Price Hike,Moderate,Grade A (Fresh),2023-07-11
Surulere,Yam,466.48,Weather Conditions,Moderate,Grade A (Fresh),2024-01-13
Agege,Plantain,863.45,Storage Limitations,Scarce,Grade B (Average),2023-12-06
Dugbe,Beans,497.95,Seasonal Availability,Moderate,Grade A (Fresh),2023-05-27
Ikeja,Lettuce,650.79,Seasonal Availability,Low,Grade A (Fresh),2023-01-29
Ijegun,Potatoes,299.68,Government Policies,Moderate,Grade B (Average),2023-12-02
Maryland,Plantain,903.37,Fuel Price Hike,High,Grade A (Fresh),2023-11-01
Agbowo,Banana,676.58,Fuel Price Hike,High,Grade B (Average),2023-12-05
Ikorodu,Banana,480.49,Storage Limitations,Moderate,Grade A (Fresh),2023-10-16
Challenge,Potatoes,477.41,Market Competition,High,Grade A (Fresh),2024-02-12
Ikorodu,Mangoes,544.7,Demand Surge,High,Grade A (Fresh),2023-11-16
Egbeda,Plantain,652.04,Government Policies,High,Grade A (Fresh),2023-11-28
Monatan,Sweet Potatoes,572.49,Weather Conditions,High,Grade A (Fresh),2024-02-25
Mokola,Lettuce,482.99,Fuel Price Hike,Moderate,Grade B (Average),2023-05-01
Badagry,Carrots,634.37,Market Competition,Scarce,Grade A (Fresh),2023-06-14
Orita-Challenge,Plantain,225.62,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-09-24
Eleyele,Onions,735.98,Storage Limitations,Low,Grade B (Average),2023-08-01
Ikorodu,Mangoes,156.94,Weather Conditions,Moderate,Grade A (Fresh),2023-12-07
Apata,Pineapple,672.54,Exchange Rate Fluctuation,High,Grade B (Average),2023-01-30
Jericho,Sweet Potatoes,564.82,Transportation Cost,Low,Grade A (Fresh),2023-07-04
Ikoyi,Cucumber,421.09,Exchange Rate Fluctuation,High,Grade C (Below Average),2023-11-02
UI (University of Ibadan),Carrots,734.37,Fuel Price Hike,High,Grade A (Fresh),2023-04-02
Challenge,Carrots,863.39,Weather Conditions,Low,Grade C (Below Average),2023-01-01
Egbeda,Sweet Potatoes,464.09,Seasonal Availability,Moderate,Grade B (Average),2023-10-12
Epe,Carrots,386.7,Weather Conditions,Scarce,Grade B (Average),2023-02-26
Epe,Carrots,871.26,Pest/Disease Outbreak,High,Grade A (Fresh),2023-10-02
Apata,Beans,845.7,Fuel Price Hike,Moderate,Grade B (Average),2023-02-16
Ketu,Mangoes,546.48,Exchange Rate Fluctuation,Low,Grade C (Below Average),2023-12-19
Maryland,Mangoes,353.49,Weather Conditions,High,Grade B (Average),2023-12-05
Monatan,Cucumber,489.68,Transportation Cost,High,Grade A (Fresh),2023-11-24
Monatan,Fish (Fresh),4896.86,Weather Conditions,Low,Grade B (Average),2023-09-24
Magodo,Beans,802.15,Market Competition,Moderate,Grade B (Average),2023-03-28
Lekki,Watermelon,1766.25,Transportation Cost,Moderate,Grade A (Fresh),2024-03-30
Epe,Tomatoes,957.22,Market Competition,Moderate,Grade B (Average),2023-06-13
Oke Bola,Yam,528.54,Weather Conditions,Moderate,Grade B (Average),2023-12-23
Monatan,Watermelon,778.4,Pest/Disease Outbreak,High,Grade A (Fresh),2023-11-25
Apapa,Maize,592.89,Seasonal Availability,Moderate,Grade A (Fresh),2024-03-18
Ketu,Carrots,1050.46,Demand Surge,Low,Grade A (Fresh),2023-02-10
Agodi GRA,Banana,700.26,Demand Surge,High,Grade A (Fresh),2024-01-29
Bodija,Banana,463.18,Weather Conditions,Low,Grade A (Fresh),2023-04-29
Ring Road (Central Ibadan),Carrots,640.66,Government Policies,High,Grade C (Below Average),2023-04-12
Mushin,Beans,1152.2,Weather Conditions,Moderate,Grade A (Fresh),2023-01-23
Egbeda,Chicken (Live),2897.77,Pest/Disease Outbreak,Low,Grade B (Average),2023-06-28
Sango,Lettuce,381.55,Transportation Cost,High,Grade B (Average),2024-03-01
Ojodu,Sweet Potatoes,441.51,Exchange Rate Fluctuation,High,Grade B (Average),2023-09-22
Ogba,Garlic,3210.53,Weather Conditions,Low,Grade A (Fresh),2023-01-11
Ketu,Tomatoes,1187.25,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-05-22
Agege,Sweet Potatoes,330.92,Government Policies,High,Grade A (Fresh),2023-05-10
Victoria Island (VI),Spinach,107.85,Pest/Disease Outbreak,Moderate,Grade B (Average),2023-10-24
Dugbe,Ginger,2697.07,Storage Limitations,High,Grade C (Below Average),2023-11-18
Dugbe,Plantain,477.42,Demand Surge,Low,Grade A (Fresh),2023-08-03
Agege,Rice,1038.6,Government Policies,Moderate,Grade A (Fresh),2023-05-27
Ikeja,Pineapple,619.66,Pest/Disease Outbreak,High,Grade A (Fresh),2023-04-13
Agodi GRA,Plantain,234.43,Weather Conditions,Moderate,Grade C (Below Average),2023-10-28
Monatan,Fish (Fresh),2988.84,Demand Surge,Scarce,Grade B (Average),2023-06-14
Challenge,Chicken (Live),2812.03,Pest/Disease Outbreak,Low,Grade A (Fresh),2023-12-22
Yaba,Pepper,1065.92,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2023-08-24
Challenge,Mangoes,509.0,Fuel Price Hike,High,Grade A (Fresh),2023-12-19
Monatan,Spinach,285.49,Market Competition,Moderate,Grade B (Average),2023-06-22
Ikeja,Potatoes,1402.03,Fuel Price Hike,High,Grade A (Fresh),2023-11-26
Oluyole Estate,Yam,623.83,Demand Surge,High,Grade C (Below Average),2023-12-16
Ijegun,Pepper,588.76,Government Policies,High,Grade B (Average),2023-04-14
Ring Road (Central Ibadan),Chicken (Live),3699.35,Government Policies,Low,Grade C (Below Average),2024-03-22
Molete,Cabbage,820.4,Demand Surge,Moderate,Grade A (Fresh),2024-02-01
Alimosho,Mangoes,403.55,Seasonal Availability,High,Grade B (Average),2023-03-24
Alimosho,Cabbage,285.08,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-01-18
Dugbe,Banana,313.94,Pest/Disease Outbreak,High,Grade C (Below Average),2024-01-07
Oshodi,Spinach,130.8,Weather Conditions,High,Grade A (Fresh),2023-05-05
Ikoyi,Yam,2328.39,Demand Surge,Moderate,Grade A (Fresh),2023-12-12
Oke Bola,Maize,668.81,Seasonal Availability,High,Grade C (Below Average),2023-04-09
Agodi GRA,Garlic,2503.27,Weather Conditions,Low,Grade A (Fresh),2024-03-17
Monatan,Watermelon,855.12,Market Competition,Low,Grade B (Average),2023-02-02
Challenge,Spinach,361.82,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2023-04-01
Dugbe,Yam,976.79,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-08-29
Yaba,Fish (Fresh),4401.45,Weather Conditions,Moderate,Grade A (Fresh),2023-03-01
Epe,Yam,686.18,Market Competition,Scarce,Grade B (Average),2023-05-07
Yaba,Pineapple,863.41,Transportation Cost,High,Grade A (Fresh),2023-11-02
Akobo,Potatoes,1416.75,Fuel Price Hike,High,Grade B (Average),2023-05-01
Agbowo,Cucumber,289.1,Fuel Price Hike,High,Grade B (Average),2023-12-21
Apapa,Banana,382.86,Market Competition,High,Grade A (Fresh),2023-08-24
Iwo Road,Onions,1061.6,Fuel Price Hike,Moderate,Grade B (Average),2023-10-23
Oke Ado,Spinach,455.04,Government Policies,High,Grade A (Fresh),2024-01-22
Apapa,Cucumber,202.6,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2023-06-19
Ologuneru,Garlic,2231.75,Transportation Cost,High,Grade A (Fresh),2023-08-30
Jericho,Cabbage,545.13,Pest/Disease Outbreak,High,Grade A (Fresh),2023-02-05
Mushin,Garlic,2773.45,Government Policies,High,Grade C (Below Average),2023-01-15
Victoria Island (VI),Yam,1347.96,Fuel Price Hike,High,Grade A (Fresh),2024-01-04
Ogba,Oranges,286.34,Weather Conditions,Scarce,Grade A (Fresh),2023-02-16
Bodija,Lettuce,500.01,Market Competition,High,Grade A (Fresh),2024-03-24
Ikoyi,Watermelon,1186.78,Fuel Price Hike,Low,Grade B (Average),2023-10-14
Amuwo Odofin,Pineapple,666.46,Government Policies,Moderate,Grade A (Fresh),2024-01-10
Eleyele,Potatoes,672.06,Transportation Cost,Low,Grade B (Average),2024-03-26
Agege,Ginger,948.61,Weather Conditions,High,Grade A (Fresh),2023-11-27
Apapa,Yam,967.34,Seasonal Availability,Scarce,Grade A (Fresh),2024-02-03
Jericho,Carrots,750.11,Market Competition,High,Grade A (Fresh),2024-01-04
Mokola,Yam,1475.4,Government Policies,Moderate,Grade C (Below Average),2023-10-13
Ring Road (Central Ibadan),Spinach,282.77,Demand Surge,Moderate,Grade A (Fresh),2024-02-01
Mokola,Okra,403.78,Transportation Cost,Low,Grade A (Fresh),2023-09-22
Oluyole Estate,Ginger,965.25,Transportation Cost,Low,Grade A (Fresh),2023-05-08
Ikoyi,Lettuce,284.46,Weather Conditions,Moderate,Grade C (Below Average),2023-10-26
Lekki,Spinach,146.57,Market Competition,High,Grade B (Average),2023-09-11
Ajah,Maize,981.08,Demand Surge,High,Grade A (Fresh),2023-08-01
Maryland,Chicken (Live),5970.53,Demand Surge,Moderate,Grade B (Average),2024-01-31
Ojoo,Rice,1324.37,Market Competition,High,Grade C (Below Average),2023-11-17
Amuwo Odofin,Lettuce,577.66,Fuel Price Hike,High,Grade A (Fresh),2023-12-16
Dugbe,Mangoes,234.05,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-02-05
Ojodu,Carrots,315.32,Seasonal Availability,High,Grade A (Fresh),2023-04-17
Oke Ado,Spinach,347.56,Transportation Cost,High,Grade A (Fresh),2023-08-08
Ajah,Onions,415.36,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-03-19
Ikeja,Plantain,397.1,Storage Limitations,Moderate,Grade A (Fresh),2024-03-29
Amuwo Odofin,Yam,605.97,Demand Surge,Low,Grade A (Fresh),2024-01-08
Mushin,Banana,272.87,Fuel Price Hike,Low,Grade B (Average),2023-02-08
Agodi GRA,Okra,375.5,Market Competition,Scarce,Grade A (Fresh),2023-05-26
Maryland,Potatoes,863.43,Market Competition,Low,Grade C (Below Average),2023-07-07
Gbagada,Yam,641.28,Storage Limitations,High,Grade A (Fresh),2023-04-22
Lekki,Garlic,3421.51,Exchange Rate Fluctuation,Moderate,Grade B (Average),2023-06-02
Ring Road (Central Ibadan),Cucumber,410.72,Demand Surge,Scarce,Grade A (Fresh),2023-04-18
Yaba,Maize,546.84,Transportation Cost,Moderate,Grade B (Average),2023-07-14
UI (University of Ibadan),Pepper,1295.86,Storage Limitations,Low,Grade B (Average),2023-01-21
Apata,Rice,1692.25,Transportation Cost,High,Grade B (Average),2024-01-07
Bodija,Carrots,936.71,Fuel Price Hike,Moderate,Grade B (Average),2023-07-29
Agege,Maize,344.25,Government Policies,High,Grade C (Below Average),2023-02-18
Samonda,Banana,214.3,Market Competition,Moderate,Grade B (Average),2023-04-01
Ketu,Plantain,661.56,Seasonal Availability,Moderate,Grade A (Fresh),2023-03-25
Festac Town,Watermelon,2675.14,Fuel Price Hike,Moderate,Grade B (Average),2024-01-31
Oluyole Estate,Spinach,483.03,Storage Limitations,High,Grade A (Fresh),2023-08-07
Ologuneru,Beans,1364.03,Market Competition,Scarce,Grade B (Average),2023-04-09
Ajah,Garlic,3151.29,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-01-25
Badagry,Chicken (Live),3133.59,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-09-16
Oluyole Estate,Okra,1546.77,Demand Surge,Moderate,Grade A (Fresh),2023-05-06
Ikoyi,Fish (Fresh),3744.1,Seasonal Availability,High,Grade A (Fresh),2024-02-09
Jericho,Spinach,617.48,Demand Surge,High,Grade A (Fresh),2023-01-18
Egbeda,Chicken (Live),8055.76,Demand Surge,Scarce,Grade A (Fresh),2023-07-23
Oke Bola,Plantain,217.16,Transportation Cost,Moderate,Grade B (Average),2023-03-17
Bashorun,Pineapple,426.89,Exchange Rate Fluctuation,High,Grade C (Below Average),2024-01-27
